STATUS | wrapper  | 2014/10/27 19:50:32 | --> Wrapper Started as Daemon
INFO   | jvm 64   | 2014/12/05 07:04:40 | 
INFO   | jvm 64   | 2014/12/05 07:04:41 | 2014-12-05 07:04:41,384 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 64   | 2014/12/05 07:04:42 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 64   | 2014/12/05 07:04:42 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 64   | 2014/12/05 07:04:47 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 64   | 2014/12/05 07:04:47 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 64   | 2014/12/05 07:04:47 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 64   | 2014/12/05 07:04:52 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 64   | 2014/12/05 07:04:52 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 64   | 2014/12/05 07:04:52 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/05 07:38:11 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/05 07:38:11 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/05 07:38:15 | Launching a JVM...
WARN   | wrapper  | 2014/12/05 07:38:16 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 65   | 2014/12/05 07:38:16 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 65   | 2014/12/05 07:38:16 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 65   | 2014/12/05 07:38:16 | 
INFO   | jvm 65   | 2014/12/05 07:38:16 | 2014-12-05 07:38:16,734 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 65   | 2014/12/05 07:38:17 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 65   | 2014/12/05 07:38:17 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 65   | 2014/12/05 07:38:20 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 65   | 2014/12/05 07:38:20 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 65   | 2014/12/05 07:38:20 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 65   | 2014/12/05 07:38:27 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 65   | 2014/12/05 07:38:27 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 65   | 2014/12/05 07:38:27 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/05 08:23:40 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/05 08:23:40 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/05 08:23:45 | Launching a JVM...
WARN   | wrapper  | 2014/12/05 08:23:45 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 66   | 2014/12/05 08:23:46 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 66   | 2014/12/05 08:23:46 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 66   | 2014/12/05 08:23:46 | 
INFO   | jvm 66   | 2014/12/05 08:23:47 | 2014-12-05 08:23:47,263 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 66   | 2014/12/05 08:23:48 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 66   | 2014/12/05 08:23:48 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 66   | 2014/12/05 08:23:51 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 66   | 2014/12/05 08:23:51 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 66   | 2014/12/05 08:23:51 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 66   | 2014/12/05 08:23:56 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 66   | 2014/12/05 08:23:56 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 66   | 2014/12/05 08:23:56 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/05 09:05:16 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/05 09:05:17 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/05 09:05:21 | Launching a JVM...
WARN   | wrapper  | 2014/12/05 09:05:22 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 67   | 2014/12/05 09:05:24 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 67   | 2014/12/05 09:05:24 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 67   | 2014/12/05 09:05:24 | 
INFO   | jvm 67   | 2014/12/05 09:05:25 | 2014-12-05 09:05:25,740 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 67   | 2014/12/05 09:05:26 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 67   | 2014/12/05 09:05:26 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 67   | 2014/12/05 09:05:31 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 67   | 2014/12/05 09:05:31 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 67   | 2014/12/05 09:05:31 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 67   | 2014/12/05 09:05:35 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 67   | 2014/12/05 09:05:35 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 67   | 2014/12/05 09:05:35 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/05 09:42:45 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/05 09:42:45 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/05 09:42:49 | Launching a JVM...
WARN   | wrapper  | 2014/12/05 09:42:50 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 68   | 2014/12/05 09:42:50 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 68   | 2014/12/05 09:42:50 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 68   | 2014/12/05 09:42:50 | 
INFO   | jvm 68   | 2014/12/05 09:42:52 | 2014-12-05 09:42:51,925 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 68   | 2014/12/05 09:42:53 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 68   | 2014/12/05 09:42:53 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 68   | 2014/12/05 09:42:57 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 68   | 2014/12/05 09:42:57 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 68   | 2014/12/05 09:42:57 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 68   | 2014/12/05 09:43:02 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 68   | 2014/12/05 09:43:02 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 68   | 2014/12/05 09:43:02 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/05 10:29:37 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/05 10:29:37 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/05 10:29:42 | Launching a JVM...
WARN   | wrapper  | 2014/12/05 10:29:42 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 69   | 2014/12/05 10:29:42 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 69   | 2014/12/05 10:29:42 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 69   | 2014/12/05 10:29:42 | 
INFO   | jvm 69   | 2014/12/05 10:29:43 | 2014-12-05 10:29:43,755 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 69   | 2014/12/05 10:29:44 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 69   | 2014/12/05 10:29:44 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 69   | 2014/12/05 10:29:49 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 69   | 2014/12/05 10:29:49 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 69   | 2014/12/05 10:29:49 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 69   | 2014/12/05 10:29:54 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 69   | 2014/12/05 10:29:54 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 69   | 2014/12/05 10:29:54 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/05 10:56:39 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/05 10:56:39 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/05 10:56:44 | JVM exited in response to signal SIGKILL (9).
ERROR  | wrapper  | 2014/12/05 10:56:44 | Unable to start a JVM
STATUS | wrapper  | 2014/12/05 10:56:44 | <-- Wrapper Stopped
STATUS | wrapper  | 2014/12/05 10:58:15 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2014/12/05 10:58:15 | Launching a JVM...
INFO   | jvm 1    | 2014/12/05 10:58:16 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2014/12/05 10:58:16 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2014/12/05 10:58:16 | 
INFO   | jvm 1    | 2014/12/05 10:58:16 | 2014-12-05 10:58:16,542 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 1    | 2014/12/05 10:58:16 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 1    | 2014/12/05 10:58:16 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 1    | 2014/12/05 10:58:20 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 1    | 2014/12/05 10:58:20 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 1    | 2014/12/05 10:58:20 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 1    | 2014/12/05 10:58:24 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 1    | 2014/12/05 10:58:24 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 1    | 2014/12/05 10:58:24 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/05 11:28:46 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/05 11:28:47 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/05 11:28:51 | Launching a JVM...
WARN   | wrapper  | 2014/12/05 11:28:51 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 2    | 2014/12/05 11:28:52 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 2    | 2014/12/05 11:28:52 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 2    | 2014/12/05 11:28:52 | 
INFO   | jvm 2    | 2014/12/05 11:28:53 | 2014-12-05 11:28:53,169 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 2    | 2014/12/05 11:28:54 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 2    | 2014/12/05 11:28:54 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 2    | 2014/12/05 11:28:59 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 2    | 2014/12/05 11:28:59 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 2    | 2014/12/05 11:28:59 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 2    | 2014/12/05 11:29:03 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 2    | 2014/12/05 11:29:03 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 2    | 2014/12/05 11:29:03 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/05 12:00:19 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/05 12:00:19 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/05 12:00:24 | JVM exited in response to signal SIGKILL (9).
ERROR  | wrapper  | 2014/12/05 12:00:24 | Unable to start a JVM
STATUS | wrapper  | 2014/12/05 12:00:24 | <-- Wrapper Stopped
STATUS | wrapper  | 2014/12/05 12:28:15 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2014/12/05 12:28:15 | Launching a JVM...
INFO   | jvm 1    | 2014/12/05 12:28:15 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2014/12/05 12:28:15 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2014/12/05 12:28:15 | 
INFO   | jvm 1    | 2014/12/05 12:28:16 | 2014-12-05 12:28:16,217 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 1    | 2014/12/05 12:28:16 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 1    | 2014/12/05 12:28:16 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 1    | 2014/12/05 12:28:19 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 1    | 2014/12/05 12:28:19 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 1    | 2014/12/05 12:28:19 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 1    | 2014/12/05 12:28:23 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 1    | 2014/12/05 12:28:23 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 1    | 2014/12/05 12:28:23 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/05 13:29:25 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/05 13:29:25 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/05 13:29:29 | Launching a JVM...
WARN   | wrapper  | 2014/12/05 13:29:30 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 2    | 2014/12/05 13:29:34 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 2    | 2014/12/05 13:29:34 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 2    | 2014/12/05 13:29:34 | 
INFO   | jvm 2    | 2014/12/05 13:29:35 | 2014-12-05 13:29:35,572 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 2    | 2014/12/05 13:29:36 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 2    | 2014/12/05 13:29:36 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 2    | 2014/12/05 13:29:42 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 2    | 2014/12/05 13:29:42 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 2    | 2014/12/05 13:29:42 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 2    | 2014/12/05 13:29:47 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 2    | 2014/12/05 13:29:47 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 2    | 2014/12/05 13:29:47 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/05 14:38:42 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/05 14:38:42 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/05 14:38:47 | Launching a JVM...
WARN   | wrapper  | 2014/12/05 14:38:47 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 3    | 2014/12/05 14:38:53 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 3    | 2014/12/05 14:38:53 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 3    | 2014/12/05 14:38:53 | 
INFO   | jvm 3    | 2014/12/05 14:38:55 | 2014-12-05 14:38:55,171 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 3    | 2014/12/05 14:38:56 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 3    | 2014/12/05 14:38:56 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 3    | 2014/12/05 14:39:01 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 3    | 2014/12/05 14:39:01 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 3    | 2014/12/05 14:39:01 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 3    | 2014/12/05 14:39:07 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 3    | 2014/12/05 14:39:07 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 3    | 2014/12/05 14:39:07 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/05 16:27:00 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/05 16:27:00 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/05 16:27:05 | Launching a JVM...
WARN   | wrapper  | 2014/12/05 16:27:06 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 4    | 2014/12/05 16:27:12 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 4    | 2014/12/05 16:27:12 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 4    | 2014/12/05 16:27:12 | 
INFO   | jvm 4    | 2014/12/05 16:27:13 | 2014-12-05 16:27:13,539 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 4    | 2014/12/05 16:27:14 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 4    | 2014/12/05 16:27:14 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 4    | 2014/12/05 16:27:19 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 4    | 2014/12/05 16:27:19 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 4    | 2014/12/05 16:27:19 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 4    | 2014/12/05 16:27:24 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 4    | 2014/12/05 16:27:24 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 4    | 2014/12/05 16:27:24 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/06 00:46:18 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/06 00:46:18 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/06 00:46:22 | Launching a JVM...
WARN   | wrapper  | 2014/12/06 00:46:23 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 5    | 2014/12/06 00:46:27 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 5    | 2014/12/06 00:46:27 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 5    | 2014/12/06 00:46:27 | 
INFO   | jvm 5    | 2014/12/06 00:46:29 | 2014-12-06 00:46:29,229 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 5    | 2014/12/06 00:46:30 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 5    | 2014/12/06 00:46:30 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 5    | 2014/12/06 00:46:35 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 5    | 2014/12/06 00:46:35 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 5    | 2014/12/06 00:46:35 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 5    | 2014/12/06 00:46:40 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 5    | 2014/12/06 00:46:40 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 5    | 2014/12/06 00:46:40 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/06 15:47:34 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/06 15:47:34 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/06 15:47:39 | Launching a JVM...
WARN   | wrapper  | 2014/12/06 15:47:39 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 6    | 2014/12/06 15:47:43 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 6    | 2014/12/06 15:47:43 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 6    | 2014/12/06 15:47:43 | 
INFO   | jvm 6    | 2014/12/06 15:47:45 | 2014-12-06 15:47:45,067 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 6    | 2014/12/06 15:47:45 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 6    | 2014/12/06 15:47:45 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 6    | 2014/12/06 15:47:51 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 6    | 2014/12/06 15:47:51 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 6    | 2014/12/06 15:47:51 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 6    | 2014/12/06 15:47:56 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 6    | 2014/12/06 15:47:56 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 6    | 2014/12/06 15:47:56 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/07 04:47:42 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/07 04:47:42 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/07 04:47:47 | Launching a JVM...
WARN   | wrapper  | 2014/12/07 04:47:48 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 7    | 2014/12/07 04:47:51 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 7    | 2014/12/07 04:47:51 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 7    | 2014/12/07 04:47:51 | 
INFO   | jvm 7    | 2014/12/07 04:47:53 | 2014-12-07 04:47:53,558 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
